Site/ Sol Id*	Bank Name	Pin code 	City*	State	Branch*	Address	Amc Start date*	UPS Cap	Qty	Amc Expiry Date
P3ENHD97	HDFC Bank	506002	Warangal	Telangana	Andhra Pradesh	HNo 13-2-28 Near Kakatiya Cinema Theatre Mattewada SVN Road Warangal 506002	01-04-2022			31-03-2023
P3ENMX62	HDFC Bank	413115	Baramati	Maharashtra	Maharashtra	Rtuparva Complexshop no-2Baramati- Nira roadopp RajwadaMalegaon bkTal-BaramatiPinecode 413115	01-04-2022			31-03-2023
P3ENMX50	HDFC Bank	414003	Ahmednagar	Maharashtra	Maharashtra	Plot No 6 Sr No 78 3 4 Gandhinagar Road Jay Bhawani chawk Bolhegaon Ahmednagar 414003	01-04-2022			31-03-2023
P3ENTV06	HDFC Bank	601202	Chennai	Tamil Nadu	Tamilnadu	Michelin India A 1 Sipcot Industrial park Thervoykandigai village Gummidipoondi Taluk Tiruvallur DistTamilnadu India PIN -601202	01-04-2022			31-03-2023
P3ENMD99	HDFC Bank	636116	Veeraganur	Tamil Nadu	Tamilnadu	Santhapettai street gangavalli tk salem Dist Veeraganur - 636116	01-04-2022			31-03-2023
P3ENHD98	HDFC Bank	503001	Nizamabad	Telangana	Andhra Pradesh	HNo 1-12-130/1 Near Post Office Pragathi Nagar Nizamabad  503001	01-04-2022			31-03-2023
P3ENTR15	HDFC Bank	695581	Trivandrum	Kerala	Kerala	US TECHNOLOGY INTERNATIONAL PVT LTD  Technopark phase 2 NH-Bypass Kulathoor Trivandrum  Kerala -695581	01-04-2022			31-03-2023
DECN152602	Axis bank	636140	Salem	Tamil Nadu	Tamilnadu	No 1/20 Cuddalore Main Road Opp to Mariyamman Temple Udayapatti Salem - 636140	01-04-2022			31-03-2023
P3ENRU70	HDFC Bank	263153	Rudrapur	Uttarakhand	Delhi	Shop No1 Adjoining Icici Atm Metropolis Mall Rudrapur  U S nagar UK 263153	01-04-2022			31-03-2023
MUON8052	Kotak Bank	421001	Thane	Maharashtra	Maharashtra	Shahad Fatak Murbad Road opp shahad railway stn Mishrilal bhavan shop no 362 Ulhasnagar Pin code-421001 Dist-thane	01-04-2022			31-03-2023
P3ENMX58	HDFC Bank	421002	Thane	Maharashtra	Maharashtra	23/1 shop 825-A siru chowk ulhasnagar-2 421002	01-04-2022			31-03-2023
P3ENMD44	HDFC Bank	625532	Madurai	Tamil Nadu	Tamilnadu	No191401Vijay ComplexMadurai Main RoadUsilampatti  625532	01-04-2022			31-03-2023
P3ENMX15	HDFC Bank	441108	Nagpur	Maharashtra	Maharashtra	Malmatta no 238 2 Ward No 3 Khante Complex Main Road Butibori Nagpur 441108	01-04-2022			31-03-2023
P3ENMX06	HDFC Bank	431136	Aurangabad	Maharashtra	Maharashtra	Ranjangaon SPKamalapur Road Tal Gangapur DistAurangabad - 431136	01-04-2022			31-03-2023
P3ENPT87	HDFC Bank	845438	Bettiah	Bihar	Bihar	Indira Chowk Ward No 15 Bettiah - 845438	01-04-2022			31-03-2023
P3ENSA02	HDFC Bank	844101	Hajipur	Bihar	Bihar	AT  PASWAN CHOWK HAJIPUR  WARD NO  25  HOLDING NO  217  PO  HAJIPUR  PS  INDSTRIAL  DIST  VAISHALI  PIN - 844101	01-04-2022			31-03-2023
MUON8033	Kotak Bank	401208	Mumbai	Maharashtra	Maharashtra	Shop No 1 B Wing Mangalmurti Apt Gapuripada Vasai East 401208	01-04-2022			31-03-2023
P3ENVY01	HDFC Bank	635752	Vaniyambadi	Tamil Nadu	Tamilnadu	New no 55 old no 68 jamadhar sheik saheb street Gandhi nagar Newtown  Opp to Hr sec school Vaniyambadi - 635752 Vellore district	01-04-2022			31-03-2023
P3ENVL19	HDFC Bank	632512	Vellore	Tamil Nadu	Tamilnadu	No204Nehru Bazzar Arani Road Vellore Thimiri - 632512	01-04-2022			31-03-2023
P3ENHE57	HDFC Bank	531061	Visakhapatnam	Andhra Pradesh	Andhra Pradesh	Asian Paints Ltd Industrial Cluster Pudi Village Rambilli Mandal Visakhapatnam 531061	01-04-2022			31-03-2023
SINN1763	SCB Bank	201301	Noida	Uttar Pradesh	Uttar Pradesh	RNF Technologies Private Limited  Address  7th Floor Tower A Logix Cyber Park Sector 62 Noida Uttar Pradesh 201301	01-04-2022			31-03-2023
P3ENHD81	HDFC Bank	506144	Warangal	Telangana	Andhra Pradesh	HNo2-59 Station Ghanpur Near Bus Stop Warangal-506144	01-04-2022			31-03-2023
P3ENVI16	HDFC Bank	445001	Yavatmal	Maharashtra	Maharashtra	Malmataa No 05000062 Nazul Shit No 35 D Plot No 9 Shop No 3 Ciivl Lines market Yavatmal 445001	01-04-2022			31-03-2023
